ID,Custom ID,Name,Date of Birth,Hometown,Current Position
1841,PER00688,Hồ Đức Phớc,,Nghệ An,Phó Thủ tướng Chính phủ
1842,PER00689,Mai Văn Chính,,Long An,Phó Thủ tướng Chính phủ
1843,PER00690,Lương Tam Quang,17/10/1965,Hưng Yên,Bộ trưởng  Bộ Công an
1844,PER00691,Nguyễn Hải Ninh,24/01/1976,Hưng Yên,Bộ trưởng  Bộ Tư pháp
1845,PER00692,Nguyễn Văn Thắng,12/9/1973,,Bộ trưởng  Bộ Tài chính
1846,PER00693,Trần Hồng Minh,4/11/1967,Hà Nội,Bộ trưởng  Bộ Xây dựng
1847,PER00694,Đào Hồng Lan,23/7/1971,Hải Dương,Bộ trưởng  Bộ Y tế
1848,PER00695,Đỗ Đức Duy,20/5/1970,Thái Bình,Bộ trưởng  Bộ Nông nghiệp và Môi trường
1849,PER00696,Đặng Quốc Khánh,02/9/1976,Hà Tĩnh,Bộ trưởng  Bộ Tài nguyên và Môi trường
1850,PER00697,Hồ Đức Phớc,,Nghệ An,Phó Thủ tướng Chính phủ
